gene	bias1	bias2	mean	SD
Sm_t00000869-RA	2.7	20	11.35	12.2329473145273
Sm_t00000871-RA	29.23	38.65	33.94	6.66094587877728
Sm_t00000872-RA	23.86	25.57	24.715	1.209152595829
Sm_t00000873-RA	15.79	15.89	15.84	0.0707106781186558
Sm_t00000874-RA	26.7	12.09	19.395	10.3308300731355
Sm_t00000875-RA	15.74	14.32	15.03	1.0040916292849
Sm_t00000876-RA	28.58	19.44	24.01	6.46295598004504
Sm_t00000877-RA	51.78	57.28	54.53	3.88908729652601
Sm_t00000878-RA	27.78	12.55	20.165	10.7692362774711
Sm_t00000879-RA	20.64	18.19	19.415	1.73241161390704
Sm_t00000886-RA	18.7	9.73	14.215	6.34274782724333
Sm_t00000887-RA	26.86	37.38	32.12	7.43876333808248
Sm_t00000888-RA	26.58	25.25	25.915	0.940452018978107
Sm_t00000889-RA	51.26	54.66	52.96	2.40416305603426
Sm_t00000890-RA	14.54	19.18	16.86	3.28097546470558
Sm_t00000892-RA	15.02	10.47	12.745	3.21733585439879
Sm_t00000893-RA	100	100	100	0
Sm_t00000895-RA	28.16	46.17	37.165	12.7349931291697
Sm_t00000896-RA	16.11	18.12	17.115	1.42128463018496
Sm_t00000897-RA	18.94	17.8	18.37	0.806101730552665
Sm_t00000899-RA	22.83	28.51	25.67	4.01636651713959
Sm_t00000900-RA	41.85	49.93	45.89	5.7134227919873
Sm_t00000904-RA	24.74	28.69	26.715	2.79307178568686
Sm_t00000906-RA	19.41	23.76	21.585	3.07591449816148
Sm_t00000907-RA	21.13	27.7	24.415	4.64569155239562
Sm_t00000908-RA	21.1	22.94	22.02	1.30107647738325
Sm_t00000911-RA	7.87	6.43	7.15	1.01823376490863
Sm_t00000913-RA	16.13	10.91	13.52	3.69109739779378
Sm_t00000914-RA	49.7	43.02	46.36	4.72347329832614
Sm_t00000916-RA	10.31	15.57	12.94	3.71938166904124
Sm_t00000919-RA	14.67	13.93	14.3	0.523259018078045
Sm_t00000920-RA	27.63	12.75	20.19	10.5217489040558
Sm_t00000921-RA	19.85	19.71	19.78	0.0989949493661171
Sm_t00000922-RA	24	20.37	22.185	2.56679761570717
Sm_t00000926-RA	35.75	25.92	30.835	6.95085965906376
Sm_t00000928-RA	5.37	5.36	5.365	0.00707106781186532
Sm_t00000929-RA	42.72	35.7	39.21	4.96388960392956
Sm_t00000930-RA	27.21	40.06	33.635	9.08632213824714
Sm_t00000931-RA	31.65	18.46	25.055	9.32673844385056
Sm_t00000933-RA	12.75	8.47	10.61	3.02641702347842
Sm_t00000934-RA	19.69	27.96	23.825	5.84777308041275
Sm_t00000936-RA	25.26	31.01	28.135	4.06586399182265
Sm_t00000937-RA	26.85	32.11	29.48	3.71938166904124
Sm_t00000938-RA	100	6.67	53.335	65.9942758881405
Sm_t00000939-RA	13.21	10.01	11.61	2.26274169979695
Sm_t00000944-RA	14.94	17.8	16.37	2.02232539419353
Sm_t00000945-RA	14.3	24.11	19.205	6.93671752344003
Sm_t00000947-RA	17.65	16	16.825	1.1667261889578
Sm_t00000948-RA	1.64	0	0.82	1.15965512114594
Sm_t00000949-RA	75.73	57.72	66.725	12.7349931291697
Sm_t00000950-RA	60.9	79.76	70.33	13.3360338931783
Sm_t00000957-RA	25.29	17.22	21.255	5.70635172417544
Sm_t00000958-RA	10.74	11.68	11.21	0.664680374315354
Sm_t00000959-RA	19.34	14.09	16.715	3.71231060122937
Sm_t00000960-RA	43.03	38.82	40.925	2.97691954879537
Sm_t00000961-RA	33.1	28.85	30.975	3.00520382004283
Sm_t00000964-RA	13.32	13.25	13.285	0.0494974746830585
Sm_t00000965-RA	15.96	13.48	14.72	1.75362481734264
Sm_t00000966-RA	39.17	34.46	36.815	3.33047293938864
Sm_t00000967-RA	59.91	35	47.455	17.6140299193569
Sm_t00000969-RA	21.61	24.39	23	1.9657568516986
Sm_t00000971-RA	22.44	25.69	24.065	2.29809703885628
Sm_t00000973-RA	3.85	25	14.425	14.9553084220955
Sm_t00000974-RA	27.35	15.26	21.305	8.54892098454536
Sm_t00000976-RA	44.07	41.34	42.705	1.93040151263927
Sm_t00000977-RA	47.53	39.88	43.705	5.40936687607709
Sm_t00000978-RA	22.11	27.43	24.77	3.76180807591243
Sm_t00000980-RA	40.3	30.41	35.355	6.99328606593495
Sm_t00000982-RA	21.33	31.91	26.62	7.48118974495367
Sm_t00000983-RA	46.74	15.64	31.19	21.9910208949016
Sm_t00000984-RA	15.45	22.01	18.73	4.63862048458375
Sm_t00000985-RA	12.79	32.77	22.78	14.1279934881072
Sm_t00000988-RA	15	11.94	13.47	2.16374675043084
Sm_t00000989-RA	18.78	22.25	20.515	2.45366053071732
Sm_t00000990-RA	33.51	39.48	36.495	4.22142748368369
Sm_t00000992-RA	21.51	21.79	21.65	0.197989898732232
Sm_t00000995-RA	21.72	46.27	33.995	17.3594714781297
Sm_t00000996-RA	52.56	53.17	52.865	0.431335136523794
Sm_t00000997-RA	30.61	21.94	26.275	6.13061579288737
Sm_t00000998-RA	17.93	20.83	19.38	2.05060966544099
Sm_t00000999-RA	20.66	5.95	13.305	10.4015407512541
Sm_t00001001-RA	65.11	100	82.555	24.6709555955986
Sm_t00001008-RA	23.4	15.25	19.325	5.76292026667036
Sm_t00001009-RA	22.05	40.03	31.04	12.7137799257341
Sm_t00001010-RA	33.33	23.29	28.31	7.09935208311294
Sm_t00001011-RA	28.88	17.95	23.415	7.72867711836896
Sm_t00001012-RA	11.68	12.84	12.26	0.820243866176395
Sm_t00001014-RA	15.91	4.6	10.255	7.99737769521985
Sm_t00001016-RA	22.69	23.47	23.08	0.551543289325505
Sm_t00001019-RA	33.71	25.49	29.6	5.81241774135342
Sm_t00001020-RA	28.14	18.15	23.145	7.06399674405361
Sm_t00001024-RA	53.85	11.11	32.48	30.221743827913
Sm_t00001025-RA	79.49	53.33	66.41	18.4979133958401
Sm_t00001026-RA	36.04	34.74	35.39	0.91923881554251
Sm_t00001027-RA	37.5	42.56	40.03	3.57796031280393
Sm_t00001028-RA	28.08	27.04	27.56	0.735391052434009
Sm_t00001031-RA	24.93	12.01	18.47	9.13581961293019
Sm_t00001032-RA	17.87	20.31	19.09	1.72534054609517
Sm_t00001033-RA	11.26	14.39	12.825	2.21324422511389
Sm_t00001034-RA	12.76	18.24	15.5	3.87494516090228
Sm_t00001037-RA	45.41	43.7	44.555	1.20915259582899
Sm_t00001041-RA	30.31	29.19	29.75	0.791959594928931
Sm_t00001042-RA	20.49	26.09	23.29	3.95979797464467
Sm_t00001046-RA	100	100	100	0
Sm_t00001047-RA	22.11	22.22	22.165	0.0777817459305198
Sm_t00001048-RA	13.98	8.81	11.395	3.65574205873445
Sm_t00001049-RA	16.47	15.9	16.185	0.403050865276331
Sm_t00001052-RA	56.44	71.8	64.12	10.8611601590254
Sm_t00001057-RA	15.66	11.54	13.6	2.91327993848858
Sm_t00001060-RA	34.74	28.47	31.605	4.43355951803966
Sm_t00001062-RA	17.26	19.4	18.33	1.51320851173921
Sm_t00001063-RA	22.08	30.12	26.1	5.68513852073984
Sm_t00001073-RA	10.86	15.89	13.375	3.55674710936833
Sm_t00001074-RA	30.48	27.53	29.005	2.08596500450031
Sm_t00001075-RA	24.39	20.62	22.505	2.66579256507328
Sm_t00001076-RA	31.06	35.39	33.225	3.06177236253775
Sm_t00001077-RA	32.51	11.31	21.91	14.9906637611548
Sm_t00001078-RA	47.26	41.87	44.565	3.81130555059549
Sm_t00001079-RA	35.27	8.69	21.98	18.7948982439384
Sm_t00001082-RA	9.64	23.53	16.585	9.82171319068115
Sm_t00001085-RA	30.63	27.45	29.04	2.24859956417322
Sm_t00001086-RA	48.27	55.16	51.715	4.87196572237531
Sm_t00001087-RA	58.88	55.42	57.15	2.44658946290546
Sm_t00001088-RA	5.16	16.23	10.695	7.82767206773508
Sm_t00001090-RA	19.69	20.53	20.11	0.5939696961967
Sm_t00001091-RA	19.61	23.08	21.345	2.45366053071732
Sm_t00001093-RA	19.12	13.9	16.51	3.69109739779378
Sm_t00001094-RA	20.86	17.12	18.99	2.64457936163769
Sm_t00001095-RA	11.61	15.13	13.37	2.48901586977665
Sm_t00001096-RA	17.6	14.22	15.91	2.39002092041053
Sm_t00001099-RA	24.58	13.85	19.215	7.58725576213165
Sm_t00001102-RA	14.4	20.45	17.425	4.27799602617861
Sm_t00001103-RA	22.03	21.68	21.855	0.247487373415293
Sm_t00001106-RA	13.56	20.29	16.925	4.75882863738546
Sm_t00001107-RA	24.45	39.18	31.815	10.4156828868778
Sm_t00001109-RA	28.28	29.51	28.895	0.869741340859454
Sm_t00001110-RA	21.23	22.43	21.83	0.848528137423857
Sm_t00001112-RA	28.59	12.31	20.45	11.511698397717
Sm_t00001113-RA	18.71	20.94	19.825	1.576848122046
Sm_t00001114-RA	33.33	22.55	27.94	7.62261110119098
Sm_t00001116-RA	31.55	27.21	29.38	3.06884343034962
Sm_t00001117-RA	23.32	27.37	25.345	2.86378246380552
Sm_t00001118-RA	34.91	23.22	29.065	8.26607827207074
Sm_t00001119-RA	28.59	23.55	26.07	3.5638181771802
Sm_t00001120-RA	28.34	27.24	27.79	0.777817459305203
Sm_t00001121-RA	5.97	18.87	12.42	9.12167747730646
Sm_t00001122-RA	10.3	13.46	11.88	2.23445742854949
Sm_t00001124-RA	30.36	22.93	26.645	5.25380338421605
Sm_t00001125-RA	30.32	35.9	33.11	3.94565583902093
Sm_t00001126-RA	8.73	16.49	12.61	5.48714862200761
Sm_t00001128-RA	19.89	13.34	16.615	4.63154941677189
Sm_t00001129-RA	28.21	20.66	24.435	5.33865619795843
Sm_t00001131-RA	35.07	31.03	33.05	2.85671139599365
Sm_t00001133-RA	40.43	26.85	33.64	9.60251008851331
Sm_t00001135-RA	33.98	31.9	32.94	1.47078210486802
Sm_t00001136-RA	100	74.68	87.34	17.9039436996434
Sm_t00001137-RA	31.03	31.51	31.27	0.339411254969543
Sm_t00001138-RA	19.26	27.81	23.535	6.04576297914498
Sm_t00001139-RA	22.58	28.57	25.575	4.23556961930742
Sm_t00001140-RA	19.84	17.11	18.475	1.93040151263928
Sm_t00001142-RA	22.51	16.5	19.505	4.24971175493115
Sm_t00001143-RA	28.82	19.86	24.34	6.33567675943147
Sm_t00001144-RA	46.49	47.16	46.825	0.473761543394983
Sm_t00001162-RA	19.75	14.57	17.16	3.66281312654632
Sm_t00001164-RA	12.89	28.72	20.805	11.193500346183
Sm_t00001166-RA	17.51	8.34	12.925	6.48416918348064
Sm_t00001167-RA	8.25	13.22	10.735	3.51432070249714
Sm_t00001169-RA	33.56	33.16	33.36	0.282842712474623
Sm_t00001170-RA	7.9	7.94	7.92	0.0282842712474619
Sm_t00001171-RA	57.62	42.46	50.04	10.7197388027881
Sm_t00001172-RA	2.23	1.76	1.995	0.332340187157677
Sm_t00001173-RA	23	10.4	16.7	8.9095454429505
Sm_t00001175-RA	35.6	35.63	35.615	0.0212132034355972
Sm_t00001176-RA	44.52	26.92	35.72	12.4450793488832
Sm_t00001179-RA	43.8	45.14	44.47	0.947523086789976
Sm_t00001182-RA	25.03	20.56	22.795	3.16076731190387
Sm_t00001184-RA	18	14.7	16.35	2.33345237791561
Sm_t00001185-RA	36.03	40.93	38.48	3.46482322781408
Sm_t00001186-RA	50.56	53.18	51.87	1.85261976670875
Sm_t00001187-RA	12.98	14.26	13.62	0.90509667991878
Sm_t00001188-RA	44.31	18.05	31.18	18.5686240739587
Sm_t00001189-RA	51.23	49.06	50.145	1.5344217151748
Sm_t00001190-RA	14.38	16.89	15.635	1.77483802077823
Sm_t00001191-RA	25.84	48.37	37.105	15.9311157801329
Sm_t00001199-RA	37.55	36.06	36.805	1.05358910396795
Sm_t00001200-RA	40.42	29.97	35.195	7.38926586339942
Sm_t00001202-RA	29.42	30.48	29.95	0.749533188057739
Sm_t00001203-RA	25.06	16.89	20.975	5.77706240229409
Sm_t00001204-RA	12.96	10.73	11.845	1.576848122046
Sm_t00001206-RA	12.97	8.38	10.675	3.24562012564625
Sm_t00001210-RA	31.16	23.95	27.555	5.09823989235501
Sm_t00001211-RA	13.57	12.81	13.19	0.537401153701776
Sm_t00001216-RA	54.65	54.1	54.375	0.388908729652599
Sm_t00001217-RA	28.2	33.05	30.625	3.42946788875475
Sm_t00001219-RA	26.49	33.4	29.945	4.88610785799904
Sm_t00001220-RA	39.91	31.25	35.58	6.1235447250755
Sm_t00001221-RA	55.01	49.39	52.2	3.9739401102684
Sm_t00001222-RA	31.31	22.58	26.945	6.17304219975856
Sm_t00001226-RA	64.47	56.4	60.435	5.70635172417544
Sm_t00001227-RA	32.67	25	28.835	5.42350901170082
Sm_t00001228-RA	30.63	45.1	37.865	10.2318351237693
Sm_t00001229-RA	23.73	19.55	21.64	2.95570634535977
Sm_t00001230-RA	15.09	19.21	17.15	2.91327993848858
Sm_t00001233-RA	8.3	11.18	9.74	2.03646752981726
Sm_t00001234-RA	32.67	14.85	23.76	12.6006428407443
Sm_t00001238-RA	34	40.46	37.23	4.5679098064651
Sm_t00001239-RA	26.64	14.69	20.665	8.44992603517924
Sm_t00001243-RA	51.83	58.33	55.08	4.59619407771256
Sm_t00001245-RA	47.47	17.26	32.365	21.3616958596456
Sm_t00001246-RA	69.23	8.69	38.96	42.8082445330336
Sm_t00001247-RA	42.5	38.07	40.285	3.13248304065641
Sm_t00001248-RA	47.83	42.41	45.12	3.83251875403109
Sm_t00001249-RA	33.29	23.96	28.625	6.59730626847049
Sm_t00001251-RA	36.32	45.75	41.035	6.66801694658914
Sm_t00001252-RA	23.26	24.26	23.76	0.707106781186548
Sm_t00001253-RA	37.11	59.76	48.435	16.0159685938753
Sm_t00001255-RA	15.99	21.62	18.805	3.98101117808026
Sm_t00001256-RA	20.05	7.14	13.595	9.12874854511833
Sm_t00001257-RA	21.38	18.07	19.725	2.34052344572747
Sm_t00001258-RA	22.45	10.44	16.445	8.49235244205044
Sm_t00001261-RA	36.06	17.28	26.67	13.2794653506834
Sm_t00001262-RA	40.85	31.09	35.97	6.90136218438071
Sm_t00001268-RA	100	100	100	0
Sm_t00001271-RA	13.4	28.53	20.965	10.6985255993525
Sm_t00001302-RA	35	21.97	28.485	9.21360135886072
Sm_t00001303-RA	49.1	44.38	46.74	3.3375440072005
Sm_t00001309-RA	38.24	32.16	35.2	4.29920922961421
Sm_t00001311-RA	100	77.22	88.61	16.1078924754296
Sm_t00001316-RA	36.04	34.43	35.235	1.13844191771034
Sm_t00001318-RA	27.83	26.9	27.365	0.657609306503489
Sm_t00001319-RA	38.85	22.98	30.915	11.2217846174305
Sm_t00001320-RA	47.32	28.18	37.75	13.5340237919105
Sm_t00001321-RA	45.69	35.5	40.595	7.20541810029092
Sm_t00001322-RA	65.59	56.26	60.925	6.59730626847049
Sm_t00001323-RA	20.8	17.89	19.345	2.05768073325285
Sm_t00001326-RA	51.85	41.6	46.725	7.24784450716211
Sm_t00001327-RA	23.96	26.5	25.23	1.79605122421383
Sm_t00001328-RA	33.17	26	29.585	5.06995562110755
Sm_t00001329-RA	30.26	21.28	25.77	6.3498188950552
Sm_t00001331-RA	24.04	22.78	23.41	0.890954544295049
Sm_t00001333-RA	68.42	24.45	46.435	31.0914851687725
Sm_t00001335-RA	39.46	30.94	35.2	6.02454977570938
Sm_t00001336-RA	37.78	32.45	35.115	3.7688791437243
Sm_t00001337-RA	24.58	14.4	19.49	7.19834703247905
Sm_t00001338-RA	32.8	33.54	33.17	0.523259018078047
Sm_t00001339-RA	24.84	13.49	19.165	8.02566196646731
Sm_t00001340-RA	44.63	35.19	39.91	6.67508801440101
Sm_t00001341-RA	12.63	13.66	13.145	0.728319984622143
Sm_t00001343-RA	61.54	100	80.77	27.1953268044346
Sm_t00001347-RA	49.45	41.44	45.445	5.66392531730425
Sm_t00001348-RA	29.14	24.46	26.8	3.30925973595304
Sm_t00001352-RA	36.57	25.96	31.265	7.50240294838927
Sm_t00001355-RA	29.22	60.22	44.72	21.920310216783
Sm_t00001356-RA	20.06	29.35	24.705	6.56902199722303
Sm_t00001357-RA	18.86	11.11	14.985	5.48007755419574
Sm_t00001358-RA	46.9	45.51	46.205	0.982878425849301
Sm_t00001359-RA	28.38	31.11	29.745	1.93040151263928
Sm_t00001360-RA	33.78	33.03	33.405	0.530330085889911
Sm_t00001361-RA	8.62	11.73	10.175	2.19910208949016
Sm_t00001368-RA	32.19	24.72	28.455	5.28208765546351
Sm_t00001371-RA	59.48	46.15	52.815	9.42573339321668
Sm_t00001372-RA	31.88	23.68	27.78	5.79827560572969
Sm_t00001373-RA	27.67	23.28	25.475	3.10419876940894
Sm_t00001374-RA	23.04	21.96	22.5	0.76367532368147
Sm_t00001375-RA	7.69	9.09	8.39	0.989949493661166
Sm_t00001376-RA	12.7	7.72	10.21	3.52139177030901
Sm_t00001378-RA	47.91	42.05	44.98	4.14364573775317
Sm_t00001381-RA	18.75	7.84	13.295	7.71453498274523
Sm_t00001387-RA	60.99	58.26	59.625	1.93040151263928
Sm_t00001389-RA	49.15	43.98	46.565	3.65574205873445
Sm_t00001396-RA	65.82	55.73	60.775	7.13470742217226
Sm_t00001398-RA	51.67	35.41	43.54	11.4975562620933
Sm_t00001401-RA	30.19	41.56	35.875	8.03980410209105
Sm_t00001402-RA	40.67	38.79	39.73	1.32936074863071
Sm_t00001409-RA	42.47	44.56	43.515	1.47785317267989
Sm_t00001411-RA	30.99	36.82	33.905	4.12243253431757
Sm_t00001415-RA	25.35	27.85	26.6	1.76776695296637
Sm_t00001416-RA	6.4	4.64	5.52	1.24450793488832
Sm_t00001417-RA	37.97	35.41	36.69	1.81019335983756
Sm_t00001418-RA	30.61	25.16	27.885	3.85373195746668
Sm_t00001421-RA	55.27	52.17	53.72	2.1920310216783
Sm_t00001422-RA	39.09	29.17	34.13	7.01449926937055
Sm_t00001424-RA	54.06	43.8	48.93	7.25491557497398
Sm_t00001426-RA	33.91	27.75	30.83	4.35577777210913
Sm_t00001430-RA	17.05	22.11	19.58	3.57796031280393
Sm_t00001431-RA	23.55	38.36	30.955	10.4722514293728
Sm_t00001432-RA	20.92	21.07	20.995	0.106066017177981
Sm_t00001434-RA	27.37	26.82	27.095	0.388908729652602
Sm_t00001436-RA	8.92	8.7	8.81	0.155563491861041
Sm_t00001438-RA	11.17	11.93	11.55	0.537401153701776
Sm_t00001439-RA	31.48	20.55	26.015	7.72867711836896
Sm_t00001444-RA	50.1	46.34	48.22	2.65872149726142
Sm_t00001445-RA	36.76	45.68	41.22	6.30739248818401
Sm_t00001446-RA	35.95	42.28	39.115	4.47598592491084
Sm_t00001447-RA	59.04	50.41	54.725	6.10233152163991
Sm_t00001449-RA	45.39	37.52	41.455	5.56493036793813
Sm_t00001451-RA	40.94	36.92	38.93	2.84256926036992
Sm_t00001452-RA	21.4	15.22	18.31	4.36991990773286
Sm_t00001453-RA	34.09	50.86	42.475	11.8581807204984
Sm_t00001457-RA	15.84	19.96	17.9	2.91327993848858
Sm_t00001459-RA	62.5	38.89	50.695	16.6947911038144
Sm_t00001463-RA	58.82	44.61	51.715	10.0479873606608
Sm_t00001464-RA	22.05	21.46	21.755	0.417193000900063
Sm_t00001465-RA	33.85	27.85	30.85	4.24264068711928
Sm_t00001470-RA	38.39	57.89	48.14	13.7885822331377
Sm_t00001473-RA	12.17	9.69	10.93	1.75362481734264
Sm_t00001478-RA	34.77	35.74	35.255	0.68589357775095
Sm_t00001479-RA	35.65	46.32	40.985	7.54482935526046
Sm_t00001483-RA	81.67	79.25	80.46	1.71119841047145
Sm_t00001484-RA	30.17	18.65	24.41	8.14587011926903
Sm_t00001485-RA	24	24.83	24.415	0.586898628384833
Sm_t00001486-RA	13.69	19.76	16.725	4.29213816180235
Sm_t00001487-RA	47.47	51.27	49.37	2.68700576850888
Sm_t00001488-RA	33.1	30.5	31.8	1.83847763108502
Sm_t00001489-RA	31.4	30.05	30.725	0.954594154601838
Sm_t00001491-RA	59.14	65.09	62.115	4.20728534805996
Sm_t00001493-RA	32.06	15.41	23.735	11.773327906756
Sm_t00001494-RA	36.39	32.79	34.59	2.54558441227157
Sm_t00001497-RA	21.47	14.94	18.205	4.61740728114816
Sm_t00001498-RA	100	74.69	87.345	17.8968726318315
Sm_t00001499-RA	19.38	11.86	15.62	5.31744299452284
Sm_t00001504-RA	16.73	15.31	16.02	1.0040916292849
Sm_t00001507-RA	43.74	38.41	41.075	3.7688791437243
Sm_t00001508-RA	30.67	20.6	25.635	7.12056528654853
Sm_t00001511-RA	41.44	36.49	38.965	3.50017856687341
Sm_t00001513-RA	29.73	32.09	30.91	1.66877200360025
Sm_t00001514-RA	49.47	46.61	48.04	2.02232539419353
Sm_t00001517-RA	38.36	36.08	37.22	1.61220346110533
Sm_t00001518-RA	55.22	57.91	56.565	1.90211724139181
Sm_t00001519-RA	31.78	20.98	26.38	7.63675323681471
Sm_t00001521-RA	6.39	18.79	12.59	8.76812408671319
Sm_t00001523-RA	38.07	28.43	33.25	6.81650937063832
Sm_t00001524-RA	23.26	38.76	31.01	10.9601551083915
Sm_t00001525-RA	11.91	22.33	17.12	7.36805265996382
Sm_t00001526-RA	35.19	25.37	30.28	6.94378859125189
Sm_t00001528-RA	25.56	24.92	25.24	0.452548339959388
Sm_t00001529-RA	21.73	20.42	21.075	0.926309883354376
Sm_t00001530-RA	31.58	23.71	27.645	5.56493036793813
Sm_t00001531-RA	26.36	28.35	27.355	1.40714249456123
Sm_t00001532-RA	9.14	15.11	12.125	4.22142748368369
Sm_t00001533-RA	4.23	1.37	2.8	2.02232539419353
Sm_t00001534-RA	19.16	13.37	16.265	4.09414826307011
Sm_t00001537-RA	9.09	3.09	6.09	4.24264068711928
Sm_t00001538-RA	9.32	15.2	12.26	4.1577878733769
Sm_t00001543-RA	35.85	31.72	33.785	2.92035100630044
Sm_t00001544-RA	36.74	42.43	39.585	4.02343758495145
Sm_t00001545-RA	13.93	17.67	15.8	2.64457936163769
Sm_t00001547-RA	48.28	34.4	41.34	9.81464212286928
Sm_t00001552-RA	26.02	38	32.01	8.47113923861484
Sm_t00001554-RA	35.76	48.79	42.275	9.21360135886072
Sm_t00001555-RA	47.96	58.47	53.215	7.43169227027061
Sm_t00001556-RA	49.55	100	74.775	35.6735371108613
Sm_t00001558-RA	12.45	17.14	14.795	3.31633080376491
Sm_t00001565-RA	22.5	11.87	17.185	7.516545084013
Sm_t00001567-RA	24.64	26.69	25.665	1.44956890143242
Sm_t00001575-RA	11.29	9.69	10.49	1.13137084989848
Sm_t00001576-RA	12.39	18.79	15.59	4.5254833995939
Sm_t00001578-RA	22.99	25.34	24.165	1.66170093578839
Sm_t00001580-RA	29.24	17.71	23.475	8.15294118708089
Sm_t00001582-RA	58.64	70.28	64.46	8.23072293301141
Sm_t00001583-RA	32.81	21.53	27.17	7.97616449178426
Sm_t00001584-RA	53.87	49.96	51.915	2.7647875144394
Sm_t00001585-RA	56.64	43.09	49.865	9.58129688507772
Sm_t00001588-RA	23.8	25.47	24.635	1.18086832458153
Sm_t00001589-RA	35.08	21.29	28.185	9.75100251256249
Sm_t00001590-RA	23.66	33.17	28.415	6.72458548908407
Sm_t00001591-RA	64.96	65.25	65.105	0.205060966544103
Sm_t00001592-RA	39.62	44.74	42.18	3.62038671967513
Sm_t00001593-RA	34.3	26.06	30.18	5.82655987697715
Sm_t00001595-RA	37.88	17.45	27.665	14.4461915396412
Sm_t00001596-RA	26.2	24.24	25.22	1.38592929112563
Sm_t00001598-RA	24.5	18.75	21.625	4.06586399182265
Sm_t00001601-RA	57.8	45.37	51.585	8.78933729014878
Sm_t00001603-RA	31.9	37.74	34.82	4.12950360212944
Sm_t00001604-RA	58.14	61.92	60.03	2.67286363288515
Sm_t00001606-RA	26.6	15.39	20.995	7.9266670171012
Sm_t00001607-RA	14.42	30.54	22.48	11.3985613127271
Sm_t00001608-RA	32.87	30.13	31.5	1.93747258045114
Sm_t00001609-RA	48.36	18.53	33.445	21.0929952827947
Sm_t00001616-RA	30.7	12.63	21.665	12.7774195360409
Sm_t00001619-RA	31.92	27.73	29.825	2.96277741317164
Sm_t00001620-RA	46.25	47.81	47.03	1.10308657865102
Sm_t00001622-RA	34.3	32.92	33.61	0.975807358037432
Sm_t00001623-RA	29.11	23.3	26.205	4.10829039869384
Sm_t00001624-RA	67.31	74.62	70.965	5.16895057047366
Sm_t00001628-RA	26.56	22.17	24.365	3.10419876940894
Sm_t00001629-RA	34.05	26.84	30.445	5.09823989235501
Sm_t00001631-RA	18.14	6.28	12.21	8.38628642487245
Sm_t00001632-RA	32.47	27.37	29.92	3.60624458405139
Sm_t00001633-RA	12.84	20.74	16.79	5.58614357137372
Sm_t00001634-RA	18.28	18.38	18.33	0.0707106781186532
Sm_t00001636-RA	24.19	20.2	22.195	2.82135605693433
Sm_t00001637-RA	25.55	33.47	29.51	5.60028570699745
Sm_t00001639-RA	17.43	13.73	15.58	2.61629509039023
Sm_t00001641-RA	34.79	33.61	34.2	0.834386001800126
Sm_t00001643-RA	17.1	19.79	18.445	1.90211724139181
Sm_t00001644-RA	25.02	23.91	24.465	0.784888527117067
Sm_t00001645-RA	2.34	2.66	2.5	0.226274169979695
Sm_t00001648-RA	19.49	23.43	21.46	2.786000717875
Sm_t00001649-RA	30.1	17.14	23.62	9.16410388417766
Sm_t00001652-RA	42.44	34.24	38.34	5.79827560572969
Sm_t00001657-RA	16.82	9.6	13.21	5.10531096016687
Sm_t00001658-RA	4.26	4.69	4.475	0.304055915910216
Sm_t00001659-RA	18.45	14.22	16.335	2.9910616844191
Sm_t00001660-RA	9.77	3.39	6.58	4.51134126397017
Sm_t00001661-RA	30.8	12.66	21.73	12.826917010724
Sm_t00001662-RA	17.84	25.04	21.44	5.09116882454314
Sm_t00001664-RA	42.77	47.33	45.05	3.22440692221065
Sm_t00001665-RA	9.88	34.73	22.305	17.5716035124857
Sm_t00001666-RA	16.62	23.92	20.27	5.1618795026618
Sm_t00001668-RA	21.67	6.12	13.895	10.9955104474508
Sm_t00001669-RA	44.2	39.83	42.015	3.09005663378522
Sm_t00001671-RA	100	100	100	0
Sm_t00001680-RA	31.6	27.12	29.36	3.16783837971573
Sm_t00001681-RA	15.17	16.08	15.625	0.643467170879757
Sm_t00001682-RA	14.23	9.71	11.97	3.19612265096319
Sm_t00001683-RA	25.56	28.87	27.215	2.34052344572747
Sm_t00001684-RA	15.35	12.7	14.025	1.87383297014435
Sm_t00001686-RA	16.43	14.74	15.585	1.19501046020526
Sm_t00001687-RA	13.86	14.85	14.355	0.700035713374682
Sm_t00001688-RA	9.56	12.39	10.975	2.00111219075793
Sm_t00001689-RA	19.6	32.08	25.84	8.82469262920811
Sm_t00001691-RA	9.68	46.15	27.915	25.7881843098734
Sm_t00001693-RA	34.01	29.46	31.735	3.21733585439879
Sm_t00001694-RA	25.57	20.13	22.85	3.84666088965482
Sm_t00001696-RA	20.41	8.31	14.36	8.55599205235722
Sm_t00001697-RA	11.28	11.48	11.38	0.14142135623731
Sm_t00001699-RA	32.2	16.92	24.56	10.8045916165304
Sm_t00001700-RA	33.99	36.15	35.07	1.52735064736294
Sm_t00001705-RA	16.78	75.07	45.925	41.2172542753638
Sm_t00001706-RA	30.8	52.3	41.55	15.2027957955108
Sm_t00001707-RA	12.59	11.68	12.135	0.643467170879758
Sm_t00001708-RA	31.51	28.33	29.92	2.24859956417322
Sm_t00001710-RA	37.7	23.49	30.595	10.0479873606608
Sm_t00001726-RA	23.32	29.33	26.325	4.24971175493115
Sm_t00001728-RA	9.61	3.66	6.635	4.20728534805996
Sm_t00001730-RA	36.09	29	32.545	5.01338707861262
Sm_t00001735-RA	31.1	34.53	32.815	2.42537625946986
Sm_t00001736-RA	75	100	87.5	17.6776695296637
Sm_t00001741-RA	57.13	61.73	59.43	3.25269119345811
