gene	bias1	bias2	mean	SD
Sm_t00012863-RA	26.85	24.08	25.465	1.95868578388674
Sm_t00012866-RA	50.14	17.08	33.61	23.3769501860273
Sm_t00012867-RA	47.65	39.8	43.725	5.5507882323144
Sm_t00012868-RA	33.77	25.68	29.725	5.72049385979917
Sm_t00012869-RA	21.7	12.14	16.92	6.75994082814339
Sm_t00012870-RA	22.76	15.28	19.02	5.28915872327538
Sm_t00012872-RA	13.85	17.91	15.88	2.87085353161738
Sm_t00012873-RA	19.62	18.91	19.265	0.502045814642449
Sm_t00012874-RA	34.11	29.91	32.01	2.9698484809835
Sm_t00012876-RA	19.25	24.08	21.665	3.41532575313102
Sm_t00012879-RA	18.94	36.63	27.785	12.50871895919
Sm_t00012880-RA	64.98	57.36	61.17	5.3881536726415
Sm_t00012881-RA	14.92	6.91	10.915	5.66392531730425
Sm_t00012896-RA	23.47	14.28	18.875	6.49831131910437
Sm_t00012897-RA	40.9	40.38	40.64	0.367695526217002
Sm_t00012898-RA	39.47	40	39.735	0.374766594028871
Sm_t00012910-RA	20.05	21.17	20.61	0.791959594928934
Sm_t00012913-RA	46.36	53.07	49.715	4.74468650176173
Sm_t00012914-RA	58.18	61.12	59.65	2.07889393668845
Sm_t00012917-RA	25.35	9.18	17.265	11.4339166517865
Sm_t00012922-RA	48.79	53.42	51.105	3.27390439689372
Sm_t00012923-RA	18.77	18.97	18.87	0.141421356237309
Sm_t00012924-RA	13.74	21.91	17.825	5.77706240229409
Sm_t00012929-RA	33.24	27.93	30.585	3.75473700810057
Sm_t00012932-RA	36.38	25.21	30.795	7.89838274585374
Sm_t00012936-RA	75.9	73.97	74.935	1.36471608769004
Sm_t00012938-RA	16.02	28.08	22.05	8.52770778110976
Sm_t00012939-RA	20.06	16.22	18.14	2.71529003975634
Sm_t00012940-RA	49.98	54.72	52.35	3.35168614282424
Sm_t00012941-RA	42.64	36.27	39.455	4.50427019615831
Sm_t00012949-RA	17.72	27.86	22.79	7.17006276123159
Sm_t00012952-RA	74.74	74.32	74.53	0.296984848098351
Sm_t00012953-RA	26.72	21.35	24.035	3.79716341497176
Sm_t00012955-RA	13	16.05	14.525	2.15667568261897
Sm_t00012956-RA	59.83	100	79.915	28.4044794002636
Sm_t00012958-RA	100	86.08	93.04	9.84292639411674
Sm_t00012964-RA	15.23	23.48	19.355	5.83363094478902
Sm_t00012967-RA	14.34	10.46	12.4	2.7435743110038
Sm_t00012968-RA	45.2	34.18	39.69	7.79231672867576
Sm_t00012993-RA	32.33	43.27	37.8	7.73574818618083
Sm_t00012994-RA	27.84	16.14	21.99	8.27314933988261
Sm_t00012995-RA	12.5	67.3	39.9	38.7494516090228
Sm_t00012996-RA	33.78	34.44	34.11	0.466690475583119
Sm_t00012997-RA	31.58	26.36	28.97	3.69109739779378
Sm_t00013000-RA	32.74	46.63	39.685	9.82171319068115
Sm_t00013001-RA	23.51	18.23	20.87	3.73352380466497
Sm_t00013004-RA	11.98	19.79	15.885	5.52250396106693
Sm_t00013006-RA	24.3	11.94	18.12	8.73983981546573
Sm_t00013010-RA	48.21	28.66	38.435	13.823937572197
Sm_t00013012-RA	30.17	8.29	19.23	15.4714963723617
Sm_t00013019-RA	20.24	34.44	27.34	10.040916292849
Sm_t00013021-RA	22.39	18.31	20.35	2.88499566724112
Sm_t00013022-RA	24.95	20.39	22.67	3.22440692221066
Sm_t00013023-RA	46.4	46.67	46.535	0.19091883092037
Sm_t00013024-RA	23.97	25.17	24.57	0.848528137423859
Sm_t00013025-RA	17.84	19.88	18.86	1.44249783362056
Sm_t00013026-RA	13.26	19.39	16.325	4.33456456867354
Sm_t00013027-RA	32.75	25.77	29.26	4.9356053326821
Sm_t00013028-RA	35.64	52.53	44.085	11.9430335342408
Sm_t00013029-RA	24.95	25.11	25.03	0.113137084989848
Sm_t00013030-RA	21.02	14.36	17.69	4.70933116270241
Sm_t00013033-RA	5.88	100	52.94	66.5528902452779
Sm_t00013034-RA	34.58	32.96	33.77	1.14551298552221
Sm_t00013035-RA	38.04	50.09	44.065	8.5206367132979
Sm_t00013036-RA	35.61	54.27	44.94	13.194612536941
Sm_t00013037-RA	47.93	54.13	51.03	4.3840620433566
Sm_t00013042-RA	44.96	60.73	52.845	11.1510739393119
Sm_t00013043-RA	24.82	11.93	18.375	9.1146064094946
Sm_t00013044-RA	18.53	32.12	25.325	9.60958115632518
Sm_t00013045-RA	25.2	20.81	23.005	3.10419876940894
Sm_t00013047-RA	46.58	52.63	49.605	4.27799602617862
Sm_t00013048-RA	23.13	29.38	26.255	4.41941738241592
Sm_t00013049-RA	13.48	6.56	10.02	4.89317892581091
Sm_t00013050-RA	52.14	51.36	51.75	0.551543289325508
Sm_t00013051-RA	7.66	14.75	11.205	5.01338707861262
Sm_t00013052-RA	26.11	30.16	28.135	2.86378246380552
Sm_t00013053-RA	31.59	26.96	29.275	3.27390439689371
Sm_t00013054-RA	25.86	20.86	23.36	3.53553390593274
Sm_t00013057-RA	35.77	36.12	35.945	0.247487373415288
Sm_t00013058-RA	18.92	26.99	22.955	5.70635172417544
Sm_t00013059-RA	39.18	31.27	35.225	5.59321463918559
Sm_t00013060-RA	38.08	42.18	40.13	2.89913780286485
Sm_t00013061-RA	17.35	16.71	17.03	0.452548339959391
Sm_t00013066-RA	36.8	22.88	29.84	9.84292639411674
Sm_t00013070-RA	14.47	21.84	18.155	5.21137697734485
Sm_t00013071-RA	23.33	13.86	18.595	6.6963012178366
Sm_t00013072-RA	40.41	38.12	39.265	1.61927452891719
Sm_t00013073-RA	32.81	33.56	33.185	0.530330085889911
Sm_t00013074-RA	8.28	6.29	7.285	1.40714249456123
Sm_t00013075-RA	34.31	32.44	33.375	1.32228968081885
Sm_t00013077-RA	9.95	17.21	13.58	5.13359523141434
Sm_t00013078-RA	38.33	51.92	45.125	9.60958115632518
Sm_t00013082-RA	30.61	40.74	35.675	7.16299169341973
Sm_t00013083-RA	17.75	18.03	17.89	0.197989898732234
Sm_t00013091-RA	27.89	32.23	30.06	3.06884343034961
Sm_t00013092-RA	25.91	30.51	28.21	3.25269119345812
Sm_t00013093-RA	21.51	20.55	21.03	0.678822509939086
Sm_t00013094-RA	17.24	12.16	14.7	3.59210244842766
Sm_t00013095-RA	44.12	45.02	44.57	0.636396103067897
Sm_t00013097-RA	19.71	20.91	20.31	0.848528137423857
Sm_t00013098-RA	22.16	33.37	27.765	7.9266670171012
Sm_t00013099-RA	9.38	40	24.69	21.6516096399321
Sm_t00013100-RA	15.65	18.02	16.835	1.67584307141212
Sm_t00013102-RA	16.81	12.44	14.625	3.09005663378521
Sm_t00013103-RA	17.8	16.34	17.07	1.03237590053236
Sm_t00013104-RA	21.91	29.73	25.82	5.5295750288788
Sm_t00013108-RA	21.6	26.51	24.055	3.47189429562595
Sm_t00013111-RA	28.28	17.73	23.005	7.45997654151808
Sm_t00013113-RA	17.02	22.92	19.97	4.17193000900063
Sm_t00013114-RA	46.67	40.76	43.715	4.1790010768125
Sm_t00013115-RA	41.89	38.75	40.32	2.22031529292576
Sm_t00013116-RA	60.83	53.33	57.08	5.30330085889911
Sm_t00013117-RA	54.79	59.99	57.39	3.67695526217005
Sm_t00013119-RA	12.88	21.99	17.435	6.44174277660945
Sm_t00013122-RA	10.01	7.65	8.83	1.66877200360025
Sm_t00013124-RA	42.66	53.16	47.91	7.42462120245875
Sm_t00013125-RA	20.83	16.45	18.64	3.09712770159708
Sm_t00013126-RA	26.11	25.89	26	0.15556349186104
Sm_t00013127-RA	67.38	64.55	65.965	2.00111219075793
Sm_t00013128-RA	35.07	32.76	33.915	1.63341666454093
Sm_t00013131-RA	20.01	42.95	31.48	16.2210295604194
Sm_t00013134-RA	47.37	36.92	42.145	7.38926586339942
Sm_t00013141-RA	35.96	24.08	30.02	8.40042856049619
Sm_t00013142-RA	52.69	44	48.345	6.1447579285111
Sm_t00013143-RA	51.29	60.21	55.75	6.30739248818401
Sm_t00013146-RA	25.99	23.14	24.565	2.01525432638166
Sm_t00013148-RA	29.57	22.92	26.245	4.70226009489054
Sm_t00013149-RA	100	100	100	0
Sm_t00013150-RA	43.75	37.4	40.575	4.49012806053458
Sm_t00013153-RA	25.79	45.35	35.57	13.8310086400089
Sm_t00013154-RA	21.44	8.44	14.94	9.19238815542512
Sm_t00013155-RA	20.84	18.16	19.5	1.89504617357995
Sm_t00013159-RA	12.97	26.33	19.65	9.44694659665227
Sm_t00013161-RA	31.8	26.93	29.365	3.44361002437849
Sm_t00013162-RA	10.65	18.34	14.495	5.43765114732455
Sm_t00013163-RA	43.9	41.24	42.57	1.88090403795621
Sm_t00013164-RA	7.04	16.33	11.685	6.56902199722303
Sm_t00013166-RA	38.22	27.81	33.015	7.36098159215196
Sm_t00013167-RA	67.43	59.61	63.52	5.52957502887881
Sm_t00013170-RA	20.15	8.59	14.37	8.17415439051649
Sm_t00013171-RA	62.8	55.9	59.35	4.87903679018718
Sm_t00013172-RA	68.44	66.7	67.57	1.23036579926459
Sm_t00013176-RA	20.55	14.14	17.345	4.53255446740577
Sm_t00013181-RA	39.87	3.11	21.49	25.9932452764175
Sm_t00013182-RA	13.37	10.46	11.915	2.05768073325285
Sm_t00013189-RA	27.49	57.62	42.555	21.3051273171507
Sm_t00013198-RA	49.37	41.14	45.255	5.81948880916528
Sm_t00013201-RA	26.91	9.91	18.41	12.0208152801713
Sm_t00013202-RA	19.83	24.21	22.02	3.09712770159708
Sm_t00013211-RA	27.84	25.68	26.76	1.52735064736294
Sm_t00013213-RA	33.71	27.17	30.44	4.62447834896002
Sm_t00013215-RA	16.18	9.35	12.765	4.82953931550412
Sm_t00013216-RA	43.7	39.12	41.41	3.23854905783439
Sm_t00013218-RA	4.87	26.14	15.505	15.0401612358379
Sm_t00013220-RA	19.01	18.42	18.715	0.417193000900063
Sm_t00013221-RA	12.89	16	14.445	2.19910208949016
Sm_t00013225-RA	22.67	17.18	19.925	3.88201622871415
Sm_t00013227-RA	36.36	60.47	48.415	17.0483444944077
Sm_t00013235-RA	28.89	29.41	29.15	0.367695526217004
Sm_t00013236-RA	16.88	17.57	17.225	0.487903679018719
Sm_t00013237-RA	66.8	57.34	62.07	6.68923015002474
Sm_t00013243-RA	37.02	43.62	40.32	4.66690475583121
Sm_t00013244-RA	31.59	33.45	32.52	1.31521861300698
Sm_t00013276-RA	0	25.49	12.745	18.0241518524451
Sm_t00013285-RA	26.58	27.41	26.995	0.586898628384836
Sm_t00013289-RA	59.01	70.71	64.86	8.2731493398826
Sm_t00013291-RA	59.9	65.69	62.795	4.09414826307011
Sm_t00013296-RA	100	100	100	0
Sm_t00013299-RA	29.45	20.93	25.19	6.02454977570938
Sm_t00013300-RA	9.16	8.05	8.605	0.784888527117067
Sm_t00013303-RA	17.94	23.28	20.61	3.77595021153616
Sm_t00013304-RA	32.55	25.44	28.995	5.02752921423635
Sm_t00013305-RA	100	100	100	0
Sm_t00013306-RA	12.52	19.08	15.8	4.63862048458375
Sm_t00013308-RA	13.22	16.54	14.88	2.34759451353934
Sm_t00013309-RA	43.76	45.6	44.68	1.30107647738325
Sm_t00013312-RA	13.02	17.24	15.13	2.98399061660723
Sm_t00013313-RA	77.78	60	68.89	12.5723585694968
Sm_t00013316-RA	19.3	17.24	18.27	1.45663996924429
Sm_t00013320-RA	29.55	39.71	34.63	7.18420489685532
Sm_t00013328-RA	23.97	19.54	21.755	3.13248304065641
Sm_t00013332-RA	22.75	19.02	20.885	2.63750829382582
Sm_t00013345-RA	28.75	25.63	27.19	2.20617315730203
Sm_t00013350-RA	32.49	26.36	29.425	4.33456456867354
Sm_t00013357-RA	22.46	4.83	13.645	12.4662925523188
Sm_t00013358-RA	12.12	14.04	13.08	1.35764501987817
Sm_t00013360-RA	41.88	18.98	30.43	16.1927452891719
Sm_t00013363-RA	52.45	43.12	47.785	6.59730626847049
Sm_t00013365-RA	27.57	38.74	33.155	7.89838274585374
Sm_t00013368-RA	27.22	24.24	25.73	2.10717820793591
Sm_t00013369-RA	15.92	18.02	16.97	1.48492424049175
Sm_t00013370-RA	25.25	37.64	31.445	8.76105301890132
Sm_t00013371-RA	38.42	50.16	44.29	8.30143361113007
Sm_t00013373-RA	21.3	14.6	17.95	4.73761543394987
Sm_t00013374-RA	28.23	18.77	23.5	6.68923015002474
Sm_t00013379-RA	30.06	16.75	23.405	9.41159125759295
Sm_t00013380-RA	32.37	29.96	31.165	1.70412734265958
Sm_t00013381-RA	36.12	40.22	38.17	2.89913780286485
Sm_t00013382-RA	67.72	63.18	65.45	3.21026478658692
Sm_t00013386-RA	100	77.5	88.75	15.9099025766973
Sm_t00013387-RA	19.93	19.84	19.885	0.0636396103067892
Sm_t00013390-RA	13.71	24.14	18.925	7.37512372777569
Sm_t00013391-RA	21.91	18.77	20.34	2.22031529292576
Sm_t00013392-RA	31.55	29.87	30.71	1.1879393923934
Sm_t00013393-RA	14.82	29.98	22.4	10.7197388027881
Sm_t00013395-RA	6.86	13.14	10	4.44063058585152
Sm_t00013417-RA	62.24	58.61	60.425	2.56679761570717
Sm_t00013420-RA	22.58	21.66	22.12	0.650538238691622
Sm_t00013423-RA	52.13	51	51.565	0.7990306627408
Sm_t00013426-RA	4.44	6.7	5.57	1.5980613254816
Sm_t00013428-RA	100	100	100	0
Sm_t00013430-RA	28.38	21.03	24.705	5.19723484172112
Sm_t00013431-RA	27.21	17.82	22.515	6.63973267534168
Sm_t00013432-RA	25.4	17.15	21.275	5.83363094478902
Sm_t00013433-RA	10.8	7.8	9.3	2.12132034355964
Sm_t00013434-RA	22.28	23.8	23.04	1.07480230740355
Sm_t00013435-RA	5.83	6.26	6.045	0.304055915910215
Sm_t00013436-RA	13.62	3.36	8.49	7.25491557497398
Sm_t00013437-RA	8.78	5.32	7.05	2.44658946290545
Sm_t00013439-RA	41.21	26.6	33.905	10.3308300731355
Sm_t00013442-RA	39.7	37.03	38.365	1.88797510576808
Sm_t00013443-RA	21.7	26.12	23.91	3.12541197284454
Sm_t00013444-RA	17.55	24.73	21.14	5.07702668891941
Sm_t00013450-RA	14.86	21.54	18.2	4.72347329832614
Sm_t00013453-RA	15.21	11.1	13.155	2.90620887067671
Sm_t00013454-RA	23.67	19.52	21.595	2.93449314192417
Sm_t00013455-RA	20.47	31.04	25.755	7.47411867714181
Sm_t00013459-RA	35.43	23.09	29.26	8.725697679842
Sm_t00013461-RA	33.83	26.42	30.125	5.23966124859231
Sm_t00013465-RA	29.53	33.22	31.375	2.60922402257836
Sm_t00013470-RA	10.97	7.69	9.33	2.31931024229188
Sm_t00013471-RA	19.05	36.18	27.615	12.1127391617256
Sm_t00013474-RA	74.45	67.18	70.815	5.1406662992262
Sm_t00013476-RA	42.21	29.46	35.835	9.01561146012848
Sm_t00013477-RA	16.77	18.35	17.56	1.11722871427475
Sm_t00013478-RA	25.88	22.47	24.175	2.41123412384613
Sm_t00013479-RA	21.17	35.18	28.175	9.90656600442353
Sm_t00013480-RA	24.62	18.44	21.53	4.36991990773286
Sm_t00013481-RA	48.66	38.1	43.38	7.46704760932994
Sm_t00013486-RA	19.55	13.22	16.385	4.47598592491085
Sm_t00013488-RA	57.55	55.35	56.45	1.5556349186104
Sm_t00013489-RA	36.84	29.73	33.285	5.02752921423636
Sm_t00013490-RA	17.3	20.41	18.855	2.19910208949016
Sm_t00013491-RA	45.63	44.46	45.045	0.827314933988262
Sm_t00013493-RA	20.74	15.22	17.98	3.90322943214974
Sm_t00013494-RA	14.45	21.45	17.95	4.94974746830583
Sm_t00013498-RA	9.13	8.75	8.94	0.268700576850889
Sm_t00013500-RA	29.81	38.91	34.36	6.43467170879758
Sm_t00013503-RA	70.26	54.17	62.215	11.3773481092916
Sm_t00013504-RA	100	100	100	0
Sm_t00013505-RA	50.24	55.05	52.645	3.40118361750729
Sm_t00013509-RA	21.29	19.07	20.18	1.56977705423413
Sm_t00013511-RA	71.8	58.97	65.385	9.0721800026234
Sm_t00013516-RA	19.25	25.62	22.435	4.50427019615831
Sm_t00013518-RA	45.5	31.28	38.39	10.0550584284727
Sm_t00013793-RA	17.5	30.39	23.945	9.1146064094946
Sm_t00013794-RA	18.77	23.73	21.25	3.50724963468528
Sm_t00013795-RA	21.53	29.31	25.42	5.50129075763134
Sm_t00013799-RA	19.21	16.37	17.79	2.00818325856979
Sm_t00013800-RA	26.69	20.64	23.665	4.27799602617861
Sm_t00013801-RA	29.16	29.74	29.45	0.410121933088196
Sm_t00013804-RA	15.77	8.69	12.23	5.00631601080076
Sm_t00013805-RA	29.2	11.84	20.52	12.2753737213985
Sm_t00013806-RA	28.18	16.55	22.365	8.22365186519955
Sm_t00013807-RA	37.23	32.16	34.695	3.5850313806158
Sm_t00013808-RA	13.59	12.09	12.84	1.06066017177982
Sm_t00013809-RA	9.63	10.24	9.935	0.431335136523794
Sm_t00013811-RA	17.78	13.74	15.76	2.85671139599365
Sm_t00013812-RA	19.96	25.79	22.875	4.12243253431757
Sm_t00013813-RA	16.44	12.71	14.575	2.63750829382582
Sm_t00013814-RA	22.6	17.74	20.17	3.43653895656662
Sm_t00013815-RA	28.57	32.53	30.55	2.80014285349873
Sm_t00013817-RA	5.59	5.76	5.675	0.120208152801713
Sm_t00013818-RA	39.04	65.8	52.42	18.922177464552
Sm_t00013819-RA	18.58	14.85	16.715	2.63750829382582
Sm_t00013820-RA	1.09	19.63	10.36	13.1097597231986
Sm_t00013821-RA	16.15	11.46	13.805	3.31633080376491
Sm_t00013823-RA	6.71	4.6	5.655	1.49199530830362
Sm_t00013824-RA	45.36	47.15	46.255	1.26572113832392
Sm_t00013825-RA	22.61	14.36	18.485	5.83363094478902
Sm_t00013826-RA	15.3	20.59	17.945	3.74059487247684
Sm_t00013827-RA	46.92	38.75	42.835	5.77706240229409
Sm_t00013831-RA	57.1	51.16	54.13	4.2002142802481
Sm_t00013833-RA	8.72	15.91	12.315	5.08409775673128
Sm_t00013834-RA	59.83	63.48	61.655	2.5809397513309
Sm_t00013835-RA	26.18	25.79	25.985	0.275771644662754
Sm_t00013836-RA	35.22	24.69	29.955	7.44583440589434
Sm_t00013837-RA	22.31	16.23	19.27	4.29920922961421
Sm_t00013840-RA	79.59	76.37	77.98	2.27688383542068
Sm_t00013841-RA	19.65	15.16	17.405	3.1749094475276
Sm_t00013842-RA	17.78	25.23	21.505	5.26794551983978
Sm_t00013843-RA	34.29	40.96	37.625	4.71640223051427
Sm_t00013844-RA	16.46	21.43	18.945	3.51432070249714
Sm_t00013847-RA	17.53	32.35	24.94	10.4793224971846
Sm_t00013848-RA	12.42	17.24	14.83	3.40825468531916
Sm_t00013849-RA	10.41	9.85	10.13	0.395979797464467
Sm_t00013850-RA	39	26.96	32.98	8.51356564548603
Sm_t00013852-RA	16.67	18.33	17.5	1.17379725676967
Sm_t00013853-RA	29.67	25.95	27.81	2.63043722601396
Sm_t00013854-RA	21.21	31.78	26.495	7.47411867714181
Sm_t00013855-RA	18.94	21.06	20	1.49906637611548
Sm_t00013856-RA	46.24	39.07	42.655	5.06995562110755
Sm_t00013859-RA	41.12	36.28	38.7	3.42239682094289
Sm_t00013860-RA	69.06	67.16	68.11	1.34350288425444
Sm_t00013862-RA	9.98	11.97	10.975	1.40714249456123
Sm_t00013863-RA	47.57	40.83	44.2	4.76589970519733
Sm_t00013866-RA	25.72	40.42	33.07	10.3944696834423
Sm_t00013867-RA	39.39	49.03	44.21	6.81650937063832
Sm_t00013868-RA	32.02	46.14	39.08	9.98434775035405
Sm_t00013878-RA	23.9	21.58	22.74	1.64048773235279
Sm_t00013879-RA	29.38	44.41	36.895	10.6278149212338
Sm_t00013881-RA	23.09	17.29	20.19	4.10121933088198
Sm_t00013882-RA	12.84	10.22	11.53	1.85261976670875
Sm_t00013883-RA	100	100	100	0
Sm_t00013884-RA	100	100	100	0
Sm_t00013886-RA	32.52	20.63	26.575	8.40749962830805
Sm_t00013889-RA	20.08	19.39	19.735	0.487903679018716
Sm_t00013891-RA	48.94	53.3	51.12	3.08298556597335
Sm_t00013892-RA	46.99	11.3	29.145	25.2366410205479
Sm_t00013894-RA	31.39	19.37	25.38	8.4994235098623
Sm_t00013895-RA	27.47	24.49	25.98	2.10717820793591
Sm_t00013896-RA	70.37	75	72.685	3.27390439689371
Sm_t00013898-RA	17.38	9.02	13.2	5.91141269071954
Sm_t00013899-RA	50.48	30.05	40.265	14.4461915396412
Sm_t00013900-RA	57.5	46.02	51.76	8.11758584802156
Sm_t00013901-RA	25.57	22.44	24.005	2.21324422511389
Sm_t00013902-RA	27.3	27.7	27.5	0.282842712474618
Sm_t00013903-RA	55.22	41.19	48.205	9.92070814004726
Sm_t00013904-RA	19.31	24.97	22.14	4.00222438151586
Sm_t00013906-RA	42.23	24.11	33.17	12.8127748751002
Sm_t00013908-RA	13.51	5.5	9.505	5.66392531730425
Sm_t00013909-RA	21.77	25.2	23.485	2.42537625946986
Sm_t00013910-RA	58.31	50.82	54.565	5.29622979108724
Sm_t00013912-RA	13.83	17.07	15.45	2.29102597104441
Sm_t00013914-RA	7.47	17.18	12.325	6.86600684532138
Sm_t00013915-RA	34.9	37.01	35.955	1.49199530830362
Sm_t00013916-RA	30.31	7.29	18.8	16.2775981029143
Sm_t00013920-RA	40.63	31.59	36.11	6.39224530192639
Sm_t00013923-RA	25.04	18.35	21.695	4.730544366138
Sm_t00013924-RA	37.21	32.89	35.05	3.05470129472589
Sm_t00013926-RA	24.11	26.45	25.28	1.65462986797652
Sm_t00013927-RA	31.77	25.25	28.51	4.61033621333629
Sm_t00013929-RA	33.36	35.06	34.21	1.20208152801713
Sm_t00013932-RA	32.06	33.19	32.625	0.799030662740795
Sm_t00013933-RA	20.77	17.22	18.995	2.51022907321224
Sm_t00013934-RA	30.1	25.31	27.705	3.38704148188356
Sm_t00013935-RA	15.08	9.52	12.3	3.9315137033972
Sm_t00013938-RA	100	100	100	0
Sm_t00013946-RA	24.96	18.54	21.75	4.53962553521764
Sm_t00013947-RA	24.9	23.95	24.425	0.67175144212722
Sm_t00013948-RA	17.91	19.33	18.62	1.0040916292849
Sm_t00013949-RA	8.67	17.57	13.12	6.29325035256027
Sm_t00013952-RA	39.71	14.69	27.2	17.6918116652874
Sm_t00013954-RA	34.42	22.42	28.42	8.48528137423857
Sm_t00013955-RA	31.21	43.39	37.3	8.61256059485215
Sm_t00013957-RA	20.86	19.9	20.38	0.678822509939086
Sm_t00013958-RA	17.98	25.8	21.89	5.5295750288788
Sm_t00013963-RA	0	10	5	7.07106781186548
Sm_t00013964-RA	11.67	9.71	10.69	1.38592929112563
Sm_t00013965-RA	46.82	55.64	51.23	6.23668181006535
Sm_t00013967-RA	43.38	27.13	35.255	11.4904851942814
Sm_t00013968-RA	16.79	24.83	20.81	5.68513852073984
Sm_t00013969-RA	15.31	19.61	17.46	3.04055915910215
Sm_t00013970-RA	26.1	26.29	26.195	0.134350288425442
Sm_t00013971-RA	34.24	25.06	29.65	6.49124025129251
Sm_t00013973-RA	28.31	34.6	31.455	4.44770165366339
Sm_t00013976-RA	36.47	39.87	38.17	2.40416305603426
Sm_t00013980-RA	100	66.3	83.15	23.8294985259867
Sm_t00013982-RA	46.67	26.79	36.73	14.0572828099886
Sm_t00013985-RA	39.58	33.07	36.325	4.60326514552442
Sm_t00013986-RA	22.66	22.57	22.615	0.0636396103067892
Sm_t00013987-RA	51.69	55.25	53.47	2.51730014102411
Sm_t00013991-RA	56.04	60.87	58.455	3.41532575313102
Sm_t00013993-RA	56.76	51.04	53.9	4.04465078838705
Sm_t00013994-RA	40.61	40.49	40.55	0.0848528137423839
Sm_t00013996-RA	49.62	46.95	48.285	1.88797510576808
Sm_t00014002-RA	44.56	46.09	45.325	1.08187337521542
Sm_t00014003-RA	7.02	6.3	6.66	0.509116882454314
Sm_t00014004-RA	19.33	22.58	20.955	2.29809703885628
Sm_t00014006-RA	37.95	36.4	37.175	1.09601551083915
Sm_t00014009-RA	12.12	10.42	11.27	1.20208152801713
Sm_t00014010-RA	25.41	29.02	27.215	2.55265548008344
Sm_t00014038-RA	33.63	28.7	31.165	3.48603643124968
Sm_t00014051-RA	18.53	15.9	17.215	1.85969083452062
Sm_t00014055-RA	100	100	100	0
Sm_t00014056-RA	18.86	12.92	15.89	4.20021428024809
Sm_t00014061-RA	44	43.69	43.845	0.219203102167831
Sm_t00014062-RA	19.04	15.68	17.36	2.3758787847868
Sm_t00014063-RA	7.35	18.33	12.84	7.76403245742829
Sm_t00014071-RA	33.74	30.82	32.28	2.06475180106472
Sm_t00014072-RA	42.73	38.25	40.49	3.16783837971573
Sm_t00014073-RA	21.8	23.18	22.49	0.975807358037435
Sm_t00014074-RA	23.36	20.18	21.77	2.24859956417322
Sm_t00014075-RA	37.16	33.33	35.245	2.70821897194448
Sm_t00014076-RA	32.17	10.24	21.205	15.506851711421
Sm_t00014077-RA	60	18.18	39.09	29.5712055892214
Sm_t00014079-RA	55.98	23.2	39.59	23.178960287295
Sm_t00014081-RA	18.75	9.09	13.92	6.83065150626205
Sm_t00014088-RA	53.87	48.59	51.23	3.73352380466497
Sm_t00014089-RA	48.86	42.46	45.66	4.5254833995939
Sm_t00014095-RA	17.16	23.2	20.18	4.27092495836675
Sm_t00014096-RA	15.87	15.89	15.88	0.0141421356237319
Sm_t00014097-RA	5.56	11.95	8.755	4.51841233178204
Sm_t00014098-RA	24.78	27.31	26.045	1.78898015640196
Sm_t00014099-RA	23.51	22.21	22.86	0.919238815542512
Sm_t00014100-RA	32.73	36.8	34.765	2.87792459942925
Sm_t00014103-RA	50.46	40.79	45.625	6.83772257407392
Sm_t00014104-RA	61.21	63.32	62.265	1.49199530830362
Sm_t00014109-RA	42.54	44.13	43.335	1.12429978208661
Sm_t00014110-RA	61.34	61.72	61.53	0.268700576850885
Sm_t00014111-RA	42.5	58.04	50.27	10.9884393796389
Sm_t00014112-RA	35.73	30.02	32.875	4.03757972057518
Sm_t00014114-RA	17.95	23.38	20.665	3.83958982184295
Sm_t00014127-RA	14.68	11.38	13.03	2.33345237791561
Sm_t00014128-RA	25.73	25.53	25.63	0.141421356237309
Sm_t00014129-RA	16.46	18.51	17.485	1.44956890143242
Sm_t00014130-RA	11.66	10.57	11.115	0.770746391493337
Sm_t00014131-RA	22.61	26.8	24.705	2.96277741317164
Sm_t00014141-RA	42.06	32.8	37.43	6.54780879378743
Sm_t00014142-RA	61.33	46.8	54.065	10.2742615306405
Sm_t00014143-RA	44.88	30.22	37.55	10.3661854121948
Sm_t00014145-RA	24.17	37.63	30.9	9.51765727477093
Sm_t00014146-RA	22.86	32.93	27.895	7.12056528654853
Sm_t00014147-RA	23.53	28.98	26.255	3.85373195746668
Sm_t00014150-RA	27.25	19.71	23.48	5.33158513014657
Sm_t00014151-RA	31.17	28.82	29.995	1.66170093578839
Sm_t00014154-RA	55.14	46.08	50.61	6.40638743755012
Sm_t00014155-RA	15.91	11.18	13.545	3.34461507501237
Sm_t00014157-RA	16.63	18.35	17.49	1.21622366364086
Sm_t00014161-RA	14.52	41.39	27.955	18.9999592104825
Sm_t00014163-RA	18.65	22.69	20.67	2.85671139599365
Sm_t00014164-RA	10	1.49	5.745	6.01747870789752
Sm_t00014174-RA	100	100	100	0
Sm_t00014181-RA	29.53	16.18	22.855	9.43987552884041
Sm_t00014182-RA	22.78	9.62	16.2	9.30552524041497
Sm_t00014184-RA	30.38	26.98	28.68	2.40416305603426
Sm_t00014185-RA	37.99	33.08	35.535	3.47189429562595
Sm_t00014186-RA	100	100	100	0
Sm_t00014188-RA	100	100	100	0
Sm_t00014191-RA	16.83	21.64	19.235	3.4011836175073
Sm_t00014192-RA	20.71	24.76	22.735	2.86378246380552
Sm_t00014194-RA	50.25	37.48	43.865	9.02975359575222
Sm_t00014195-RA	42.78	41.65	42.215	0.7990306627408
